0,0
0,1
0,2
1,3
1,4
1,5
2,6
3,7
4,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
7,34
7,35
7,36
7,37
7,38
7,39
7,40
7,41
8,42
8,43
9,44
9,45
9,46
9,47
10,48
10,49
10,50
10,51
10,52
10,53
10,54
10,55
10,56
11,57
11,58
11,59
11,60
11,61
11,62
11,63
11,64
11,65
12,66
12,67
12,68
12,69
13,70
13,71
13,72
13,73
13,74
13,75
13,76
13,77
13,78
13,79
13,80
13,81
13,82
13,83
13,84
13,85
14,86
14,87
14,88
15,89
15,90
15,91
15,92
15,93
15,94
15,95
15,96
15,97
15,98
15,99
15,100
15,101
16,102
16,103
16,104
16,105
16,106
16,107
16,108
16,109
16,110
16,111
17,112
17,113
17,114
17,115
17,116
17,117
18,118
18,119
18,120
19,121
19,122
20,123
20,124
20,125
21,126
21,127
21,128
21,129
21,130
21,131
21,132
21,133
21,134
21,135
21,136
21,137
21,138
21,139
21,140
21,141
22,142
23,143
23,144
23,145
23,146
23,147
23,148
23,149
23,150
24,151
25,152
25,153
25,154
25,155
26,156
27,157
28,158
29,159
30,160
31,161
32,162
32,163
32,164
32,165
32,166
32,167
32,168
32,169
32,170
32,171
33,172
34,173
34,174
34,175
35,176
35,177
35,178
35,179
36,180
36,181
37,182
38,183
39,184
39,185
39,186
39,187
39,188
39,189
40,190
41,191
41,192
41,193
42,194
43,195
44,196
44,197
44,198
44,199
44,200
44,201
45,202
45,203
45,204
46,205
46,206
46,207
46,208
47,209
48,210
48,211
49,212
49,213
49,214
49,215
50,216
50,217
50,218
50,219
50,220
50,221
51,222
52,223
52,224
52,225
53,226
53,227
53,228
54,229
54,230
55,231
56,232
57,233
58,234
58,235
58,236
59,237
59,238
59,239
59,240
59,241
60,242
60,243
60,244
60,245
60,246
60,247
60,248
60,249
61,250
61,251
61,252
61,253
61,254
62,255
62,256
62,257
62,258
62,259
62,260
62,261
62,262
63,263
63,264
63,265
63,266
64,267
64,268
65,269
65,270
65,271
65,272
66,273
67,274
67,275
68,276
68,277
69,278
69,279
69,280
70,281
71,282
71,283
71,284
72,285
73,286
74,287
74,288
74,289
74,290
74,291
75,292
75,293
76,294
76,295
76,296
76,297
76,298
76,299
77,300
77,301
78,302
78,303
78,304
79,305
80,306
80,307
80,308
80,309
81,310
82,311
82,312
83,313
83,314
84,315
85,316
85,317
85,318
85,319
85,320
86,321
86,322
86,323
86,324
86,325
87,326
87,327
88,328
88,329
88,330
89,331
89,332
89,333
90,334
90,335
90,336
90,337
90,338
90,339
91,340
92,341
92,342
92,343
92,344
92,345
92,346
93,347
94,348
94,349
94,350
94,351
94,352
94,353
94,354
95,355
95,356
96,357
96,358
96,359
96,360
96,361
96,362
97,363
97,364
97,365
98,366
99,367
100,368
100,369
101,370
102,371
103,372
104,373
104,374
104,375
104,376
104,377
104,378
105,379
106,380
106,381
106,382
106,383
106,384
106,385
106,386
107,387
108,388
108,389
109,390
109,391
110,392
111,393
112,394
112,395
112,396
113,397
113,398
113,399
114,400
115,401
115,402
115,403
116,404
117,405
118,406
119,407
120,408
120,409
120,410
120,411
121,412
122,413
123,414
124,415
124,416
124,417
124,418
124,419
124,420
125,421
126,422
127,423
128,424
129,425
129,426
130,427
130,428
130,429
130,430
131,431
131,432
131,433
131,434
131,435
131,436
132,437
132,438
133,439
133,440
134,441
135,442
135,443
136,444
136,445
136,446
136,447
137,448
137,449
137,450
138,451
138,452
138,453
139,454
140,455
140,456
141,457
142,458
142,459
142,460
143,461
143,462
143,463
143,464
143,465
143,466
144,467
144,468
144,469
144,470
144,471
145,472
146,473
146,474
146,475
147,476
147,477
148,478
148,479
149,480
149,481
149,482
149,483
149,484
150,485
150,486
151,487
152,488
152,489
153,490
153,491
153,492
153,493
153,494
153,495
154,496
155,497
155,498
155,499
156,500
157,501
158,502
158,503
158,504
159,505
160,506
160,507
160,508
161,509
162,510
162,511
163,512
163,513
163,514
163,515
164,516
164,517
164,518
164,519
164,520
164,521
165,522
165,523
165,524
166,525
167,526
167,527
167,528
168,529
169,530
169,531
170,532
170,533
171,534
171,535
172,536
172,537
173,538
173,539
173,540
174,541
175,542
176,543
176,544
176,545
176,546
177,547
177,548
177,549
