0,5
0,6
0,7
0,8
0,8
0,8
0,9
0,9
0,9
0,10
0,10
0,10
0,10
0,10
0,11
0,11
0,11
0,11
0,12
0,12
0,12
0,12
0,13
0,13
0,13
0,14
0,14
0,14
0,15
0,16
0,16
0,16
1,17
1,17
1,17
2,18
2,18
2,18
2,19
2,19
2,20
2,21
2,21
2,21
2,21
2,21
2,22
2,22
2,22
2,24
2,24
2,25
2,27
2,27
2,28
2,29
2,30
2,30
2,31
2,36
2,38
2,38
2,40
2,40
2,41
2,41
2,42
2,42
2,43
2,43
2,43
2,43
2,44
2,44
2,44
2,44
2,45
2,45
2,45
2,45
2,46
2,46
2,46
2,46
2,46
2,47
2,47
2,47
2,47
2,48
2,48
2,48
2,48
2,48
2,49
2,49
2,50
2,50
2,51
2,51
2,52
2,52
2,52
2,53
2,54
2,55
2,55
2,56
2,56
2,57
2,58
2,58
2,59
2,59
2,60
2,60
2,60
2,61
2,61
2,61
2,62
2,62
2,62
2,63
2,63
2,63
2,64
2,64
2,64
2,65
2,65
2,66
2,66
2,67
2,67
2,67
2,68
2,68
3,69
3,70
3,71
3,71
3,71
3,72
3,72
3,73
3,74
3,74
3,75
3,76
3,77
3,77
3,77
3,77
3,77
3,77
3,78
3,78
3,78
3,78
3,79
3,79
3,79
3,79
3,79
3,80
3,80
3,80
3,80
3,80
3,80
3,80
3,81
3,82
3,82
3,84
3,84
3,84
3,84
3,84
3,90
3,90
3,91
3,91
3,92
3,92
3,93
3,93
3,94
3,96
3,98
3,98
3,98
3,98
3,98
3,99
3,100
3,100
3,100
3,101
3,101
3,102
3,102
3,103
3,103
3,103
3,103
3,103
3,105
3,105
3,105
3,107
3,109
3,109
3,110
3,110
3,110
3,110
3,110
3,111
3,111
3,111
3,111
3,111
3,112
3,112
3,114
3,114
3,114
3,115
3,115
3,116
3,116
3,116
3,117
3,118
3,118
3,118
3,118
3,118
3,119
3,119
4,120
4,120
4,120
4,120
4,121
4,122
4,123
4,123
4,124
4,124
4,125
4,126
4,126
4,127
4,127
4,129
4,129
4,129
4,130
4,130
4,131
4,133
5,139
5,139
5,139
5,140
5,141
5,141
5,142
5,142
5,143
5,143
5,144
6,145
7,146
7,146
7,146
7,146
7,147
7,147
7,147
7,147
7,148
7,148
7,148
7,149
7,149
7,149
7,149
7,150
7,150
7,151
7,151
8,152
8,152
8,152
8,152
9,153
9,153
9,153
9,153
10,154
10,154
10,155
10,155
11,157
11,157
11,157
13,159
13,159
13,159
13,160
13,160
14,162
14,162
14,163
14,163
15,164
15,164
15,164
15,164
16,165
16,165
16,165
16,165
16,165
16,165
17,166
17,166
17,166
17,167
18,168
19,169
19,169
19,170
19,170
19,171
19,172
19,172
19,172
19,172
20,174
20,174
20,175
20,175
21,176
21,176
21,177
22,178
22,178
22,179
22,179
22,179
23,180
23,180
23,181
23,181
23,182
23,182
23,182
23,182
24,183
24,183
24,184
24,184
25,186
25,186
25,187
25,187
25,187
25,187
26,188
26,188
26,189
27,190
27,190
28,191
28,191
29,192
29,192
29,192
29,193
29,193
29,193
29,194
29,194
29,195
30,196
30,196
30,196
30,197
30,197
30,198
